,State,Year,Data
2008,Massachusetts,1999,65168
2009,Maryland,1999,50675
2010,Maine,1999,159186
2011,Michigan,1999,107946
2012,Minnesota,1999,95416
2013,Missouri,1999,32497
2014,Mississippi,1999,65132
2015,Montana,1999,157031
2016,North Carolina,1999,139731
2017,North Dakota,1999,31608
2018,Nebraska,1999,67772
2019,New Hampshire,1999,38906
2020,New Jersey,1999,39895
2021,New Mexico,1999,8965
2022,Nevada,1999,48981
2023,New York,1999,419145
2024,Ohio,1999,74350
2025,Oklahoma,1999,55318
2026,Oregon,1999,509832
2027,Pennsylvania,1999,109245
2028,Rhode Island,1999,4403
2029,South Carolina,1999,96967
2030,South Dakota,1999,72609
2031,Tennessee,1999,134427
2032,Texas,1999,93994
2033,Utah,1999,20361
2034,Virginia,1999,120213
2035,Vermont,1999,20800
2036,Washington,1999,1081815
2037,Wisconsin,1999,114212
2038,West Virginia,1999,14808
2039,Wyoming,1999,14339
2040,Alaska,2000,12204
2041,Alabama,2000,263303
2042,Arkansas,2000,108634
2043,Arizona,2000,100776
2044,California,2000,736594
2045,Colorado,2000,27076
2046,Connecticut,2000,50578
2047,District of Columbia,2000,1354
2048,Delaware,2000,2290
2049,Florida,2000,194952
2050,Georgia,2000,222186
2051,Hawaii,2000,20386
2052,Iowa,2000,109372
2053,Idaho,2000,141448
2054,Illinois,2000,109798
2055,Indiana,2000,44023
2056,Kansas,2000,11914
2057,Kentucky,2000,36052
2058,Louisiana,2000,142328
2059,Massachusetts,2000,69462
2060,Maryland,2000,53885
2061,Maine,2000,163025
2062,Michigan,2000,110506
2063,Minnesota,2000,103427
2064,Missouri,2000,21679
2065,Mississippi,2000,75389
2066,Montana,2000,113793
2067,North Carolina,2000,136234
2068,North Dakota,2000,27268
2069,Nebraska,2000,67458
2070,New Hampshire,2000,38620
2071,New Jersey,2000,40323
2072,New Mexico,2000,9203
2073,Nevada,2000,44738
2074,New York,2000,429207
2075,Ohio,2000,79331
2076,Oklahoma,2000,47389
2077,Oregon,2000,436666
2078,Pennsylvania,2000,113589
2079,Rhode Island,2000,4520
2080,South Carolina,2000,92462
2081,South Dakota,2000,62868
2082,Tennessee,2000,123662
2083,Texas,2000,96071
2084,Utah,2000,15405
2085,Virginia,2000,114065
2086,Vermont,2000,21389
2087,Washington,2000,908860
2088,Wisconsin,2000,113325
2089,West Virginia,2000,17379
2090,Wyoming,2000,15236
2091,Alaska,2001,16974
2092,Alabama,2001,251523
2093,Arkansas,2001,94001
2094,Arizona,2001,90514
2095,California,2001,608031
2096,Colorado,2001,23726
2097,Connecticut,2001,29813
2098,District of Columbia,2001,866
2099,Delaware,2001,1325
2100,Florida,2001,158038
2101,Georgia,2001,192060
2102,Hawaii,2001,12389
2103,Iowa,2001,104929
2104,Idaho,2001,105045
2105,Illinois,2001,112800
2106,Indiana,2001,49614
2107,Kansas,2001,13084
2108,Kentucky,2001,53167
2109,Louisiana,2001,136086
2110,Massachusetts,2001,47998
2111,Maryland,2001,33247
2112,Maine,2001,146146
2113,Michigan,2001,94158
2114,Minnesota,2001,108951
2115,Missouri,2001,32926
2116,Mississippi,2001,56085
2117,Montana,2001,80568
2118,North Carolina,2001,127348
2119,North Dakota,2001,20662
2120,Nebraska,2001,70152
2121,New Hampshire,2001,30186
2122,New Jersey,2001,29060
2123,New Mexico,2001,8027
2124,Nevada,2001,43412
2125,New York,2001,350749
2126,Ohio,2001,51102
2127,Oklahoma,2001,48390
2128,Oregon,2001,349949
2129,Pennsylvania,2001,95727
2130,Rhode Island,2001,3899
2131,South Carolina,2001,70574
2132,South Dakota,2001,41313
2133,Tennessee,2001,142349
2134,Texas,2001,96535
2135,Utah,2001,10816
2136,Virginia,2001,92832
2137,Vermont,2001,17341
2138,Washington,2001,659060
2139,Wisconsin,2001,121849
2140,West Virginia,2001,14725
2141,Wyoming,2001,14909
2142,Alaska,2002,17922
2143,Alabama,2002,252689
2144,Arkansas,2002,108618
2145,Arizona,2002,86880
2146,California,2002,676209
2147,Colorado,2002,21082
2148,Connecticut,2002,28314
2149,District of Columbia,2002,881
2150,Delaware,2002,1314
2151,Florida,2002,174327
2152,Georgia,2002,283704
2153,Hawaii,2002,10452
2154,Iowa,2002,113207
2155,Idaho,2002,113779
2156,Illinois,2002,139883
2157,Indiana,2002,52532
2158,Kansas,2002,22196
2159,Kentucky,2002,62831
2160,Louisiana,2002,140938
2161,Massachusetts,2002,46722
2162,Maryland,2002,38064
2163,Maine,2002,140385
2164,Michigan,2002,89210
2165,Minnesota,2002,107216
2166,Missouri,2002,35225
2167,Mississippi,2002,49641
2168,Montana,2002,108642
2169,North Carolina,2002,125225
2170,North Dakota,2002,23405
2171,Nebraska,2002,70412
2172,New Hampshire,2002,28896
2173,New Jersey,2002,28701
2174,New Mexico,2002,8690
2175,Nevada,2002,39422
2176,New York,2002,363961
2177,Ohio,2002,38156
2178,Oklahoma,2002,40915
2179,Oregon,2002,400635
2180,Pennsylvania,2002,96600
2181,Rhode Island,2002,3700
2182,South Carolina,2002,80639
2183,South Dakota,2002,55199
2184,Tennessee,2002,153221
2185,Texas,2002,121028
2186,Utah,2002,10879
2187,Virginia,2002,77071
2188,Vermont,2002,22714
2189,Washington,2002,887900
2190,Wisconsin,2002,101548
2191,West Virginia,2002,15137
2192,Wyoming,2002,12630
2193,Alaska,2003,19374
2194,Alabama,2003,283428
2195,Arkansas,2003,107905
2196,Arizona,2003,83080
2197,California,2003,719373
2198,Colorado,2003,21882
2199,Connecticut,2003,31229
2200,District of Columbia,2003,926
2201,Delaware,2003,1401
2202,Florida,2003,188473
2203,Georgia,2003,221665
2204,Hawaii,2003,13310
2205,Iowa,2003,134131
2206,Idaho,2003,109553
2207,Illinois,2003,158918
2208,Indiana,2003,55292
2209,Kansas,2003,26498
2210,Kentucky,2003,65580
2211,Louisiana,2003,148609
2212,Massachusetts,2003,50339
2213,Maryland,2003,54135
2214,Maine,2003,132344
2215,Michigan,2003,103312
2216,Minnesota,2003,113752
2217,Missouri,2003,31603
2218,Mississippi,2003,45346
2219,Montana,2003,100370
2220,North Carolina,2003,181552
2221,North Dakota,2003,26158
2222,Nebraska,2003,73956
2223,New Hampshire,2003,29849
2224,New Jersey,2003,26718
2225,New Mexico,2003,9554
2226,Nevada,2003,33579
2227,New York,2003,357373
2228,Ohio,2003,47969
2229,Oklahoma,2003,41954
2230,Oregon,2003,384479
2231,Pennsylvania,2003,109944
2232,Rhode Island,2003,3787
2233,South Carolina,2003,103796
2234,South Dakota,2003,67639
2235,Tennessee,2003,190000
2236,Texas,2003,115457
2237,Utah,2003,10252
2238,Virginia,2003,104204
2239,Vermont,2003,24054
2240,Washington,2003,829196
2241,Wisconsin,2003,115460
2242,West Virginia,2003,19809
2243,Wyoming,2003,12064
2244,Alaska,2004,18416
2245,Alabama,2004,290697
2246,Arkansas,2004,112915
2247,Arizona,2004,81377
2248,California,2004,697397
2249,Colorado,2004,22470
2250,Connecticut,2004,30189
2251,District of Columbia,2004,943
2252,Delaware,2004,1435
2253,Florida,2004,179462
2254,Georgia,2004,226739
2255,Hawaii,2004,13769
2256,Iowa,2004,172760
2257,Idaho,2004,112379
2258,Illinois,2004,153542
2259,Indiana,2004,54883
2260,Kansas,2004,28341
2261,Kentucky,2004,68861
2262,Louisiana,2004,185640
2263,Massachusetts,2004,51072
2264,Maryland,2004,53426
2265,Maine,2004,136769
2266,Michigan,2004,108765
2267,Minnesota,2004,125488
2268,Missouri,2004,40841
2269,Mississippi,2004,61251
2270,Montana,2004,101507
2271,North Carolina,2004,139795
2272,North Dakota,2004,25922
2273,Nebraska,2004,91627
2274,New Hampshire,2004,34923
2275,New Jersey,2004,27098
2276,New Mexico,2004,12326
2277,Nevada,2004,34322
2278,New York,2004,358879
2279,Ohio,2004,51268
2280,Oklahoma,2004,62058
2281,Oregon,2004,384623
2282,Pennsylvania,2004,110368
2283,Rhode Island,2004,3846
2284,South Carolina,2004,97431
2285,South Dakota,2004,83757
2286,Tennessee,2004,185184
2287,Texas,2004,120813
2288,Utah,2004,10581
2289,Virginia,2004,110813
2290,Vermont,2004,22040
2291,Washington,2004,817635
2292,Wisconsin,2004,108745
2293,West Virginia,2004,19228
2294,Wyoming,2004,14434
2295,Alaska,2005,15866
2296,Alabama,2005,279600
2297,Arkansas,2005,112451
2298,Arizona,2005,78334
2299,California,2005,741140
2300,Colorado,2005,32106
2301,Connecticut,2005,25728
2302,District of Columbia,2005,47
2303,Delaware,2005,955
2304,Florida,2005,183175
2305,Georgia,2005,215991
2306,Hawaii,2005,12937
2307,Iowa,2005,212562
2308,Idaho,2005,121084
2309,Illinois,2005,136566
2310,Indiana,2005,58589
2311,Kansas,2005,31101
2312,Kentucky,2005,66834
2313,Louisiana,2005,151309
2314,Massachusetts,2005,40797
2315,Maryland,2005,43643
2316,Maine,2005,159674
2317,Michigan,2005,116821
2318,Minnesota,2005,140390
2319,Missouri,2005,52353
2320,Mississippi,2005,62678
2321,Montana,2005,113989
2322,North Carolina,2005,145275
2323,North Dakota,2005,23400
2324,Nebraska,2005,94833
2325,New Hampshire,2005,41289
2326,New Jersey,2005,19644
2327,New Mexico,2005,24068
2328,Nevada,2005,34475
2329,New York,2005,365542
2330,Ohio,2005,54495
2331,Oklahoma,2005,61329
2332,Oregon,2005,364066
2333,Pennsylvania,2005,104192
2334,Rhode Island,2005,879
2335,South Carolina,2005,104205
2336,South Dakota,2005,93723
2337,Tennessee,2005,167074
2338,Texas,2005,137517
2339,Utah,2005,13607
2340,Virginia,2005,126819
2341,Vermont,2005,24325
2342,Washington,2005,807731
2343,Wisconsin,2005,144880
2344,West Virginia,2005,28331
2345,Wyoming,2005,19105
2346,Alaska,2006,13298
2347,Alabama,2006,266153
2348,Arkansas,2006,99990
2349,Arizona,2006,80773
2350,California,2006,821968
2351,Colorado,2006,43961
2352,Connecticut,2006,25630
2353,District of Columbia,2006,52
2354,Delaware,2006,872
2355,Florida,2006,185564
2356,Georgia,2006,207231
2357,Hawaii,2006,14001
2358,Iowa,2006,263421
2359,Idaho,2006,146507
2360,Illinois,2006,134512
2361,Indiana,2006,48934
2362,Kansas,2006,39697
2363,Kentucky,2006,61705
2364,Louisiana,2006,149461
2365,Massachusetts,2006,45556
2366,Maryland,2006,45595
2367,Maine,2006,152339
2368,Michigan,2006,117111
2369,Minnesota,2006,157168
2370,Missouri,2006,42464
2371,Mississippi,2006,63073
2372,Montana,2006,122240
2373,North Carolina,2006,136626
2374,North Dakota,2006,26086
2375,Nebraska,2006,103063
2376,New Hampshire,2006,33103
2377,New Jersey,2006,21755
2378,New Mexico,2006,29371
2379,Nevada,2006,38315
2380,New York,2006,378627
2381,Ohio,2006,55366
2382,Oklahoma,2006,50325
2383,Oregon,2006,433011
2384,Pennsylvania,2006,107197
2385,Rhode Island,2006,2631
2386,South Carolina,2006,98610
2387,South Dakota,2006,114665
2388,Tennessee,2006,143514
2389,Texas,2006,152232
2390,Utah,2006,13202
2391,Virginia,2006,118780
2392,Vermont,2006,27595
2393,Washington,2006,928254
2394,Wisconsin,2006,144626
2395,West Virginia,2006,28268
2396,Wyoming,2006,19351
2397,Alaska,2007,14037
2398,Alabama,2007,228160
2399,Arkansas,2007,120733
2400,Arizona,2007,83204
2401,California,2007,631941
2402,Colorado,2007,52316
2403,Connecticut,2007,23885
2404,District of Columbia,2007,55
2405,Delaware,2007,1531
2406,Florida,2007,190489
2407,Georgia,2007,200552
2408,Hawaii,2007,15035
2409,Iowa,2007,332867
2410,Idaho,2007,125621
2411,Illinois,2007,163645
2412,Indiana,2007,71571
2413,Kansas,2007,49581
2414,Kentucky,2007,55551
2415,Louisiana,2007,150009
2416,Massachusetts,2007,38239
2417,Maryland,2007,40837
2418,Maine,2007,155620
2419,Michigan,2007,132121
2420,Minnesota,2007,179232
2421,Missouri,2007,60591
2422,Mississippi,2007,63587
2423,Montana,2007,117750
2424,North Carolina,2007,112691
2425,North Dakota,2007,40688
2426,Nebraska,2007,129778
2427,New Hampshire,2007,34804
2428,New Jersey,2007,20419
2429,New Mexico,2007,32736
2430,Nevada,2007,37695
2431,New York,2007,363738
2432,Ohio,2007,56552
2433,Oklahoma,2007,74304
2434,Oregon,2007,396905
2435,Pennsylvania,2007,105172
2436,Rhode Island,2007,2781
2437,South Carolina,2007,94997
2438,South Dakota,2007,115498
2439,Tennessee,2007,115271
2440,Texas,2007,191764
2441,Utah,2007,11031
2442,Virginia,2007,116779
2443,Vermont,2007,18652
2444,Washington,2007,883154
2445,Wisconsin,2007,148505
2446,West Virginia,2007,26006
2447,Wyoming,2007,18322
2448,Alaska,2008,12913
2449,Alabama,2008,233379
2450,Arkansas,2008,123354
2451,Arizona,2008,96341
2452,California,2008,603931
2453,Colorado,2008,80070
2454,Connecticut,2008,26251
2455,District of Columbia,2008,65
2456,Delaware,2008,2952
2457,Florida,2008,195232
2458,Georgia,2008,173103
2459,Hawaii,2008,15921
2460,Iowa,2008,398848
2461,Idaho,2008,133541
2462,Illinois,2008,195287
2463,Indiana,2008,123765
2464,Kansas,2008,85129
2465,Kentucky,2008,57940
2466,Louisiana,2008,109415
2467,Massachusetts,2008,42737
2468,Maryland,2008,44674
2469,Maine,2008,182576
2470,Michigan,2008,145004
2471,Minnesota,2008,215093
2472,Missouri,2008,81692
2473,Mississippi,2008,47430
2474,Montana,2008,123131
2475,North Carolina,2008,142703
2476,North Dakota,2008,52893
2477,Nebraska,2008,176747
2478,New Hampshire,2008,39884
2479,New Jersey,2008,23182
2480,New Mexico,2008,35347
2481,Nevada,2008,37854
2482,New York,2008,399128
2483,Ohio,2008,106536
2484,Oklahoma,2008,73670
2485,Oregon,2008,414463
2486,Pennsylvania,2008,114904
2487,Rhode Island,2008,2947
2488,South Carolina,2008,92008
2489,South Dakota,2008,144310
2490,Tennessee,2008,133932
2491,Texas,2008,298470
2492,Utah,2008,13953
2493,Virginia,2008,117389
2494,Vermont,2008,27030
2495,Washington,2008,879243
2496,Wisconsin,2008,176510
2497,West Virginia,2008,29247
2498,Wyoming,2008,21703
2499,Alaska,2009,15685
2500,Alabama,2009,264487
2501,Arkansas,2009,124205
2502,Arizona,2009,80680
2503,California,2009,646780
2504,Colorado,2009,80116
2505,Connecticut,2009,29431
2506,District of Columbia,2009,49
2507,Delaware,2009,3577
2508,Florida,2009,213645
2509,Georgia,2009,194267
2510,Hawaii,2009,15815
2511,Iowa,2009,536832
2512,Idaho,2009,134502
2513,Illinois,2009,245581
2514,Indiana,2009,150685
2515,Kansas,2009,91075
2516,Kentucky,2009,69913
2517,Louisiana,2009,107145
2518,Massachusetts,2009,49334
2519,Maryland,2009,48414
2520,Maine,2009,148204
2521,Michigan,2009,131134
2522,Minnesota,2009,258579
2523,Missouri,2009,93684
2524,Mississippi,2009,53654
2525,Montana,2009,113797
2526,North Carolina,2009,148501
2527,North Dakota,2009,82230
2528,Nebraska,2009,178644
2529,New Hampshire,2009,45367
2530,New Jersey,2009,33864
2531,New Mexico,2009,30999
2532,Nevada,2009,46712
2533,New York,2009,369894
2534,Ohio,2009,94868
2535,Oklahoma,2009,79395
2536,Oregon,2009,415648
2537,Pennsylvania,2009,126256
2538,Rhode Island,2009,3544
2539,South Carolina,2009,102995
2540,South Dakota,2009,179345
2541,Tennessee,2009,179058
2542,Texas,2009,295329
2543,Utah,2009,15951
2544,Virginia,2009,114854
2545,Vermont,2009,31572
2546,Washington,2009,832048
2547,Wisconsin,2009,170788
2548,West Virginia,2009,45048
2549,Wyoming,2009,34009
2550,Alaska,2010,16965
2551,Alabama,2010,242243
2552,Arkansas,2010,125229
2553,Arizona,2010,85935
2554,California,2010,715550
2555,Colorado,2010,82190
2556,Connecticut,2010,30302
2557,District of Columbia,2010,114
2558,Delaware,2010,3838
2559,Florida,2010,230259
2560,Georgia,2010,221049
2561,Hawaii,2010,15253
2562,Iowa,2010,628026
2563,Idaho,2010,133288
2564,Illinois,2010,266552
2565,Indiana,2010,182590
2566,Kansas,2010,103639
2567,Kentucky,2010,69567
2568,Louisiana,2010,113338
2569,Massachusetts,2010,50641
2570,Maryland,2010,48629
2571,Maine,2010,158991
2572,Michigan,2010,147388
2573,Minnesota,2010,294856
2574,Missouri,2010,100502
2575,Mississippi,2010,65115
2576,Montana,2010,114783
2577,North Carolina,2010,157297
2578,North Dakota,2010,112921
2579,Nebraska,2010,269110
2580,New Hampshire,2010,45146
2581,New Jersey,2010,37292
2582,New Mexico,2010,34549
2583,Nevada,2010,48923
2584,New York,2010,366880
2585,Ohio,2010,122121
2586,Oklahoma,2010,94855
2587,Oregon,2010,399550
2588,Pennsylvania,2010,158384
2589,Rhode Island,2010,3704
2590,South Carolina,2010,115289
2591,South Dakota,2010,214651
2592,Tennessee,2010,168470
2593,Texas,2010,392977
2594,Utah,2010,17678
2595,Virginia,2010,110535
2596,Vermont,2010,32420
2597,Washington,2010,821250
2598,Wisconsin,2010,207825
2599,West Virginia,2010,45978
2600,Wyoming,2010,44696
2601,Alaska,2011,16078
2602,Alabama,2011,255849
2603,Arkansas,2011,121171
2604,Arizona,2011,113360
2605,California,2011,837314
2606,Colorado,2011,104147
2607,Connecticut,2011,30578
2608,District of Columbia,2011,290
2609,Delaware,2011,4172
2610,Florida,2011,227710
2611,Georgia,2011,221094
2612,Hawaii,2011,16647
2613,Iowa,2011,635532
2614,Idaho,2011,177643
2615,Illinois,2011,267046
2616,Indiana,2011,203475
2617,Kansas,2011,107388
2618,Kentucky,2011,73437
2619,Louisiana,2011,112056
2620,Massachusetts,2011,53107
2621,Maryland,2011,57677
2622,Maine,2011,161551
2623,Michigan,2011,161900
2624,Minnesota,2011,306313
2625,Missouri,2011,92915
2626,Mississippi,2011,65786
2627,Montana,2011,140363
2628,North Carolina,2011,155603
2629,North Dakota,2011,132923
2630,Nebraska,2011,301952
2631,New Hampshire,2011,46133
2632,New Jersey,2011,38875
2633,New Mexico,2011,37067
2634,Nevada,2011,50232
2635,New York,2011,404215
2636,Ohio,2011,130880
2637,Oklahoma,2011,99265
2638,Oregon,2011,518190
2639,Pennsylvania,2011,180128
2640,Rhode Island,2011,3653
2641,South Carolina,2011,116354
2642,South Dakota,2011,237405
2643,Tennessee,2011,184654
2644,Texas,2011,440763
2645,Utah,2011,24387
2646,Virginia,2011,104678
2647,Vermont,2011,30555
2648,Washington,2011,1058845
2649,Wisconsin,2011,205632
2650,West Virginia,2011,47220
2651,Wyoming,2011,60191
2652,Alaska,2012,17796
2653,Alabama,2012,242062
2654,Arkansas,2012,111565
2655,Arizona,2012,98806
2656,California,2012,703607
2657,Colorado,2012,102686
2658,Connecticut,2012,26741
2659,District of Columbia,2012,285
2660,Delaware,2012,3581
2661,Florida,2012,223034
2662,Georgia,2012,207555
2663,Hawaii,2012,18206
2664,Iowa,2012,632998
2665,Idaho,2012,155318
2666,Illinois,2012,278334
2667,Indiana,2012,196823
2668,Kansas,2012,116099
2669,Kentucky,2012,62906
2670,Louisiana,2012,109068
2671,Massachusetts,2012,49956
2672,Maryland,2012,48847
2673,Maine,2012,157320
2674,Michigan,2012,161289
2675,Minnesota,2012,302196
2676,Missouri,2012,81615
2677,Mississippi,2012,77009
2678,Montana,2012,124377
2679,North Carolina,2012,152791
2680,North Dakota,2012,126746
2681,Nebraska,2012,277782
2682,New Hampshire,2012,44473
2683,New Jersey,2012,43627
2684,New Mexico,2012,38061
2685,Nevada,2012,56557
2686,New York,2012,364204
2687,Ohio,2012,133121
2688,Oklahoma,2012,119647
2689,Oregon,2012,499340
2690,Pennsylvania,2012,167209
2691,Rhode Island,2012,2934
2692,South Carolina,2012,118029
2693,South Dakota,2012,217909
2694,Tennessee,2012,173097
2695,Texas,2012,452930
2696,Utah,2012,20555
2697,Virginia,2012,102113
2698,Vermont,2012,26308
2699,Washington,2012,1016868
2700,Wisconsin,2012,195099
2701,West Virginia,2012,44878
2702,Wyoming,2012,53505
2703,Alaska,2013,18629
2704,Alabama,2013,310497
2705,Arkansas,2013,116588
2706,Arizona,2013,98826
2707,California,2013,741782
2708,Colorado,2013,116979
2709,Connecticut,2013,29330
2710,District of Columbia,2013,305
2711,Delaware,2013,3795
2712,Florida,2013,232984
2713,Georgia,2013,248055
2714,Hawaii,2013,22392
2715,Iowa,2013,674967
2716,Idaho,2013,139239
2717,Illinois,2013,296306
2718,Indiana,2013,202498
2719,Kansas,2013,160571
2720,Kentucky,2013,77277
2721,Louisiana,2013,126191
2722,Massachusetts,2013,57006
2723,Maryland,2013,53519
2724,Maine,2013,161662
2725,Michigan,2013,187710
2726,Minnesota,2013,299308
2727,Missouri,2013,93586
2728,Mississippi,2013,59580
2729,Montana,2013,114499
2730,North Carolina,2013,191664
2731,North Dakota,2013,124088
2732,Nebraska,2013,281464
2733,New Hampshire,2013,52696
2734,New Jersey,2013,49545
2735,New Mexico,2013,39658
2736,Nevada,2013,66491
2737,New York,2013,382017
2738,Ohio,2013,149653
2739,Oklahoma,2013,161105
2740,Oregon,2013,462978
2741,Pennsylvania,2013,197054
2742,Rhode Island,2013,2658
2743,South Carolina,2013,133966
2744,South Dakota,2013,209519
2745,Tennessee,2013,216816
2746,Texas,2013,476268
2747,Utah,2013,17050
2748,Virginia,2013,117964
2749,Vermont,2013,33314
2750,Washington,2013,921960
2751,Wisconsin,2013,203268
2752,West Virginia,2013,53863
2753,Wyoming,2013,52908
2754,Alaska,2014,19790
2755,Alabama,2014,268440
2756,Arkansas,2014,116381
2757,Arizona,2014,120013
2758,California,2014,746468
2759,Colorado,2014,125648
2760,Connecticut,2014,32031
2761,District of Columbia,2014,344
2762,Delaware,2014,4224
2763,Florida,2014,230273
2764,Georgia,2014,268077
2765,Hawaii,2014,24081
2766,Iowa,2014,711529
2767,Idaho,2014,155418
2768,Illinois,2014,307336
2769,Indiana,2014,216537
2770,Kansas,2014,184720
2771,Kentucky,2014,78346
2772,Louisiana,2014,149570
2773,Massachusetts,2014,62195
2774,Maryland,2014,53166
2775,Maine,2014,157402
2776,Michigan,2014,201936
2777,Minnesota,2014,338225
2778,Missouri,2014,92706
2779,Mississippi,2014,60846
2780,Montana,2014,134146
2781,North Carolina,2014,173371
2782,North Dakota,2014,138189
2783,Nebraska,2014,288402
2784,New Hampshire,2014,55352
2785,New Jersey,2014,54088
2786,New Mexico,2014,41845
2787,Nevada,2014,67475
2788,New York,2014,401200
2789,Ohio,2014,158948
2790,Oklahoma,2014,159107
2791,Oregon,2014,484169
2792,Pennsylvania,2014,195875
2793,Rhode Island,2014,4381
2794,South Carolina,2014,136701
2795,South Dakota,2014,222713
2796,Tennessee,2014,186218
2797,Texas,2014,529818
2798,Utah,2014,21559
2799,Virginia,2014,136422
2800,Vermont,2014,32831
2801,Washington,2014,934976
2802,Wisconsin,2014,213404
2803,West Virginia,2014,50019
2804,Wyoming,2014,54028
2805,Alaska,2015,23786
2806,Alabama,2015,257022
2807,Arkansas,2015,113410
2808,Arizona,2015,129241
2809,California,2015,734669
2810,Colorado,2015,123964
2811,Connecticut,2015,32518
2812,District of Columbia,2015,824
2813,Delaware,2015,3516
2814,Florida,2015,223068
2815,Georgia,2015,270454
2816,Hawaii,2015,24570
2817,Iowa,2015,716209
2818,Idaho,2015,152332
2819,Illinois,2015,326171
2820,Indiana,2015,240501
2821,Kansas,2015,180083
2822,Kentucky,2015,71954
2823,Louisiana,2015,132249
2824,Massachusetts,2015,62750
2825,Maryland,2015,47613
2826,Maine,2015,161374
2827,Michigan,2015,221437
2828,Minnesota,2015,337359
2829,Missouri,2015,86217
2830,Mississippi,2015,58853
2831,Montana,2015,125018
2832,North Carolina,2015,169752
2833,North Dakota,2015,143323
2834,Nebraska,2015,311010
2835,New Hampshire,2015,61080
2836,New Jersey,2015,44010
2837,New Mexico,2015,38810
2838,Nevada,2015,75367
2839,New York,2015,412364
2840,Ohio,2015,153704
2841,Oklahoma,2015,183713
2842,Oregon,2015,438006
2843,Pennsylvania,2015,199452
2844,Rhode Island,2015,4793
2845,South Carolina,2015,128290
2846,South Dakota,2015,217615
2847,Tennessee,2015,189204
2848,Texas,2015,567922
2849,Utah,2015,23983
2850,Virginia,2015,138276
2851,Vermont,2015,38784
2852,Washington,2015,865077
2853,Wisconsin,2015,215710
2854,West Virginia,2015,37953
2855,Wyoming,2015,49730
2856,Alaska,2016,25174
2857,Alabama,2016,228840
2858,Arkansas,2016,110079
2859,Arizona,2016,139197
2860,California,2016,927056
2861,Colorado,2016,147633
2862,Connecticut,2016,32788
2863,District of Columbia,2016,1107
2864,Delaware,2016,3110
2865,Florida,2016,222760
2866,Georgia,2016,281682
2867,Hawaii,2016,27136
2868,Iowa,2016,755504
2869,Idaho,2016,150622
2870,Illinois,2016,340351
2871,Indiana,2016,250599
2872,Kansas,2016,206745
2873,Kentucky,2016,72268
2874,Louisiana,2016,154745
2875,Massachusetts,2016,65619
2876,Maryland,2016,48271
2877,Maine,2016,142003
2878,Michigan,2016,214332
2879,Minnesota,2016,343924
2880,Missouri,2016,82217
2881,Mississippi,2016,70822
2882,Montana,2016,128174
2883,North Carolina,2016,199156
2884,North Dakota,2016,161292
2885,Nebraska,2016,323506
2886,New Hampshire,2016,55963
2887,New Jersey,2016,45313
2888,New Mexico,2016,54886
2889,Nevada,2016,88596
2890,New York,2016,414741
2891,Ohio,2016,151416
2892,Oklahoma,2016,239124
2893,Oregon,2016,467465
2894,Pennsylvania,2016,193215
2895,Rhode Island,2016,4579
2896,South Carolina,2016,131055
2897,South Dakota,2016,226440
2898,Tennessee,2016,159629
2899,Texas,2016,691225
2900,Utah,2016,36584
2901,Virginia,2016,139697
2902,Vermont,2016,35725
2903,Washington,2016,922592
2904,Wisconsin,2016,216096
2905,West Virginia,2016,39714
2906,Wyoming,2016,54591
2907,Alaska,2017,23677
2908,Alabama,2017,255547
2909,Arkansas,2017,109448
2910,Arizona,2017,148680
2911,California,2017,1115301
2912,Colorado,2017,150812
2913,Connecticut,2017,32292
2914,District of Columbia,2017,1316
2915,Delaware,2017,3279
2916,Florida,2017,237547
2917,Georgia,2017,271817
2918,Hawaii,2017,26432
2919,Iowa,2017,780543
2920,Idaho,2017,171224
2921,Illinois,2017,370323
2922,Indiana,2017,249549
2923,Kansas,2017,247455
2924,Kentucky,2017,82345
2925,Louisiana,2017,232508
2926,Massachusetts,2017,72448
2927,Maryland,2017,55447
2928,Maine,2017,152720
2929,Michigan,2017,229236
2930,Minnesota,2017,359770
2931,Missouri,2017,90657
2932,Mississippi,2017,67018
2933,Montana,2017,135969
2934,North Carolina,2017,217876
2935,North Dakota,2017,197466
2936,Nebraska,2017,359399
2937,New Hampshire,2017,59271
2938,New Jersey,2017,47987
2939,New Mexico,2017,67517
2940,Nevada,2017,98186
2941,New York,2017,450661
2942,Ohio,2017,153613
2943,Oklahoma,2017,263497
2944,Oregon,2017,494569
2945,Pennsylvania,2017,201490
2946,Rhode Island,2017,5816
2947,South Carolina,2017,130212
2948,South Dakota,2017,225550
2949,Tennessee,2017,176274
2950,Texas,2017,786173
2951,Utah,2017,53343
2952,Virginia,2017,138386
2953,Vermont,2017,38044
2954,Washington,2017,942447
2955,Wisconsin,2017,215300
2956,West Virginia,2017,41831
2957,Wyoming,2017,55968
